CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,GAMBLING_CAT,CREDIT_SCORE
C1AOWNB5L6,347537,347537,3876372,1.0,11.1538,11.1538,13784,5609,0.4069,0.0397,0.0397,0.0036,8240,4140,0.5024,0.0237,0.0237,0.0021,32101,16131,0.5025,0.0924,0.0924,0.0083,0,0,0.9046,0.0,0.0,0.0,0,0,0.5365,0.0,0.0,0.0,37130,20627,0.5555,0.1068,0.1068,0.0096,7302,7302,1.0,0.021,0.021,0.0019,0,0,0.5061,0.0,0.0,0.0,13658,6837,0.5006,0.0393,0.0393,0.0035,138610,89827,0.6481,0.3988,0.3988,0.0358,16511,8341,0.5052,0.0475,0.0475,0.0043,267336,158814,0.5941,0.7692,0.7692,0.069,No,485
C1C5JNAGSE,66757,719488,103844,10.7777,1.5556,0.1443,2165,1098,0.5072,0.0324,0.003,0.0208,0,0,0.5006,0.0,0.0,0.0,7972,4029,0.5054,0.1194,0.0111,0.0768,0,0,0.2431,0.0,0.0,0.0,0,0,0.507,0.0,0.0,0.0,9768,5039,0.5159,0.1463,0.0136,0.0941,8112,4723,0.5822,0.1215,0.0113,0.0781,16502,8351,0.5061,0.2472,0.0229,0.1589,432,216,0.5,0.0065,0.0006,0.0042,25570,12482,0.4882,0.383,0.0355,0.2462,3653,1837,0.5029,0.0547,0.0051,0.0352,74174,37775,0.5093,1.1111,0.1031,0.7143,No,647
C1CIOVNJ9K,193334,154667,889336,0.8,4.6,5.75,17573,5390,0.3067,0.0909,0.1136,0.0198,9838,4973,0.5055,0.0509,0.0636,0.0111,29826,15264,0.5118,0.1543,0.1928,0.0335,0,0,0.3977,0.0,0.0,0.0,16701,9196,0.5506,0.0864,0.108,0.0188,10194,5267,0.5167,0.0527,0.0659,0.0115,2384,1173,0.492,0.0123,0.0154,0.0027,28244,14294,0.5061,0.1461,0.1826,0.0318,4091,2048,0.5006,0.0212,0.0265,0.0046,69562,39543,0.5685,0.3598,0.4498,0.0782,4921,2479,0.5038,0.0255,0.0318,0.0055,193334,99627,0.5153,1.0,1.25,0.2174,High,581
C1DLSC1QGP,30488,326222,9146,10.7,0.3,0.028,1214,473,0.3896,0.0398,0.0037,0.1327,0,0,0.5007,0.0,0.0,0.0,4194,2502,0.5966,0.1376,0.0129,0.4586,0,0,1.281,0.0,0.0,0.0,0,0,0.5519,0.0,0.0,0.0,4190,2160,0.5155,0.1374,0.0128,0.4581,1932,496,0.2567,0.0634,0.0059,0.2112,7119,3603,0.5061,0.2335,0.0218,0.7784,176,96,0.5455,0.0058,0.0005,0.0192,10091,5349,0.5301,0.331,0.0309,1.1033,1572,788,0.5013,0.0516,0.0048,0.1719,30488,15467,0.5073,1.0,0.0935,3.3335,No,664
C1GNRNCFAF,142274,227638,327230,1.6,2.3,1.4375,13322,6938,0.5208,0.0936,0.0585,0.0407,8459,4266,0.5043,0.0595,0.0372,0.0259,25591,13147,0.5137,0.1799,0.1124,0.0782,0,0,0.7463,0.0,0.0,0.0,14904,7760,0.5207,0.1048,0.0655,0.0455,9833,5613,0.5708,0.0691,0.0432,0.03,4129,3112,0.7537,0.029,0.0181,0.0126,0,0,0.5061,0.0,0.0,0.0,3516,1760,0.5006,0.0247,0.0154,0.0107,58296,38041,0.6525,0.4097,0.2561,0.1781,4224,2117,0.5012,0.0297,0.0186,0.0129,142274,82754,0.5817,1.0,0.625,0.4348,High,582
C1GVDTLQ4D,10013,2003,219285,0.2,21.9,109.4783,221,77,0.3484,0.0221,0.1103,0.001,3765,1898,0.5041,0.376,1.8797,0.0172,1784,1108,0.6211,0.1782,0.8907,0.0081,0,0,0.5909,0.0,0.0,0.0,0,0,0.5828,0.0,0.0,0.0,2012,1040,0.5169,0.2009,1.0045,0.0092,415,208,0.5012,0.0414,0.2072,0.0019,1386,702,0.5065,0.1384,0.692,0.0063,0,0,0.5003,0.0,0.0,0.0,0,0,0.3031,0.0,0.0,0.0,430,216,0.5023,0.0429,0.2147,0.002,10013,5249,0.5242,1.0,4.999,0.0457,No,434
C1GXYNBAL8,5765,4717,115302,0.8182,20.0003,24.4439,657,377,0.5738,0.114,0.1393,0.0057,0,0,0.5038,0.0,0.0,0.0,1341,672,0.5011,0.2326,0.2843,0.0116,0,0,0.3174,0.0,0.0,0.0,569,287,0.5044,0.0987,0.1206,0.0049,1909,988,0.5175,0.3311,0.4047,0.0166,348,202,0.5805,0.0604,0.0738,0.003,0,0,0.506,0.0,0.0,0.0,0,0,0.5037,0.0,0.0,0.0,0,0,0.4386,0.0,0.0,0.0,417,209,0.5012,0.0723,0.0884,0.0036,5241,2735,0.5218,0.9091,1.1111,0.0455,Low,445
C1HIBM1MEV,172655,460413,546740,2.6667,3.1667,1.1875,9544,6555,0.6868,0.0553,0.0207,0.0175,0,0,0.5007,0.0,0.0,0.0,25368,16809,0.6626,0.1469,0.0551,0.0464,0,0,0.8085,0.0,0.0,0.0,0,0,0.5749,0.0,0.0,0.0,18873,9729,0.5155,0.1093,0.041,0.0345,8835,5485,0.6208,0.0512,0.0192,0.0162,0,0,0.5062,0.0,0.0,0.0,7549,3779,0.5006,0.0437,0.0164,0.0138,64624,37000,0.5725,0.3743,0.1404,0.1182,9086,4546,0.5003,0.0526,0.0197,0.0166,143879,83903,0.5831,0.8333,0.3125,0.2632,No,576
C1HQKWYB3A,73976,147952,66578,2.0,0.9,0.45,6287,4169,0.6631,0.085,0.0425,0.0944,0,0,0.5052,0.0,0.0,0.0,18620,12182,0.6542,0.2517,0.1259,0.2797,0,0,0.9032,0.0,0.0,0.0,6486,4191,0.6462,0.0877,0.0438,0.0974,5399,3214,0.5953,0.073,0.0365,0.0811,789,0,0.3214,0.0107,0.0053,0.0119,0,0,0.5059,0.0,0.0,0.0,1520,760,0.5,0.0205,0.0103,0.0228,32690,22121,0.6767,0.4419,0.221,0.491,2185,1098,0.5025,0.0295,0.0148,0.0328,73976,47735,0.6453,1.0,0.5,1.1111,High,531
C1JX98LCAI,175035,238684,175035,1.3636,1.0,0.7333,19773,7758,0.3924,0.113,0.0828,0.113,9531,4804,0.504,0.0545,0.0399,0.0545,29436,14988,0.5092,0.1682,0.1233,0.1682,0,0,1.0108,0.0,0.0,0.0,0,0,0.5577,0.0,0.0,0.0,9838,5081,0.5165,0.0562,0.0412,0.0562,4541,2875,0.6331,0.0259,0.019,0.0259,27289,13810,0.5061,0.1559,0.1143,0.1559,3953,1979,0.5006,0.0226,0.0166,0.0226,49997,32793,0.6559,0.2856,0.2095,0.2856,4765,2382,0.4999,0.0272,0.02,0.0272,159123,86470,0.5434,0.9091,0.6667,0.9091,No,652
C1MGTXQI5C,216115,1335982,1709272,6.1818,7.9091,1.2794,2666,1374,0.5154,0.0123,0.002,0.0016,30005,15051,0.5016,0.1388,0.0225,0.0176,8098,4175,0.5156,0.0375,0.0061,0.0047,0,0,0.3542,0.0,0.0,0.0,0,0,0.5848,0.0,0.0,0.0,61810,31976,0.5173,0.286,0.0463,0.0362,5661,1934,0.3416,0.0262,0.0042,0.0033,65741,33271,0.5061,0.3042,0.0492,0.0385,6624,3316,0.5006,0.0307,0.005,0.0039,0,0,0.5034,0.0,0.0,0.0,15863,7961,0.5019,0.0734,0.0119,0.0093,196468,99058,0.5042,0.9091,0.1471,0.1149,No,629
C1MHK611LQ,204047,643532,486573,3.1538,2.3846,0.7561,10922,5790,0.5301,0.0535,0.017,0.0224,0,0,0.5036,0.0,0.0,0.0,20411,10329,0.5061,0.1,0.0317,0.0419,0,0,0.9262,0.0,0.0,0.0,0,0,0.4296,0.0,0.0,0.0,22260,11540,0.5184,0.1091,0.0346,0.0457,7631,5141,0.6737,0.0374,0.0119,0.0157,0,0,0.5061,0.0,0.0,0.0,8961,4486,0.5006,0.0439,0.0139,0.0184,76009,37243,0.49,0.3725,0.1181,0.1562,10765,5413,0.5028,0.0528,0.0167,0.0221,156959,79942,0.5093,0.7692,0.2439,0.3226,No,674
C1MUJPQM59,27343,41014,180464,1.5,6.6,4.4001,703,93,0.1323,0.0257,0.0171,0.0039,2311,1157,0.5006,0.0845,0.0563,0.0128,9163,5696,0.6216,0.3351,0.2234,0.0508,0,0,1.4514,0.0,0.0,0.0,0,0,0.6469,0.0,0.0,0.0,2252,1103,0.4898,0.0824,0.0549,0.0125,469,40,0.0853,0.0172,0.0114,0.0026,0,0,0.506,0.0,0.0,0.0,960,480,0.5,0.0351,0.0234,0.0053,10337,3323,0.3215,0.378,0.252,0.0573,1148,577,0.5026,0.042,0.028,0.0064,27343,12469,0.456,1.0,0.6667,0.1515,No,613
C1NCV49AD4,32723,271601,3272,8.3,0.1,0.012,1193,720,0.6035,0.0365,0.0044,0.3646,0,0,0.5024,0.0,0.0,0.0,3437,1766,0.5138,0.105,0.0127,1.0504,0,0,0.4262,0.0,0.0,0.0,0,0,0.4912,0.0,0.0,0.0,4413,2368,0.5366,0.1349,0.0162,1.3487,4449,3471,0.7802,0.136,0.0164,1.3597,7137,3612,0.5061,0.2181,0.0263,2.1812,192,96,0.5,0.0059,0.0007,0.0587,10323,5504,0.5332,0.3155,0.038,3.155,1579,794,0.5028,0.0483,0.0058,0.4826,32723,18331,0.5602,1.0,0.1205,10.0009,No,606
C1P7PHH5EQ,158736,396840,623606,2.5,3.9286,1.5714,4976,1098,0.2207,0.0313,0.0125,0.008,0,0,0.502,0.0,0.0,0.0,22306,11328,0.5078,0.1405,0.0562,0.0358,0,0,0.4798,0.0,0.0,0.0,0,0,0.463,0.0,0.0,0.0,18071,6461,0.3575,0.1138,0.0455,0.029,1978,699,0.3534,0.0125,0.005,0.0032,0,0,0.5058,0.0,0.0,0.0,8844,4025,0.4551,0.0557,0.0223,0.0142,45523,10519,0.2311,0.2868,0.1147,0.073,11685,5887,0.5038,0.0736,0.0294,0.0187,113383,40017,0.3529,0.7143,0.2857,0.1818,No,697
C1PBL82V3S,173138,708291,1542500,4.0909,8.9091,2.1778,4332,1454,0.3356,0.025,0.0061,0.0028,8321,4184,0.5028,0.0481,0.0117,0.0054,31176,15987,0.5128,0.1801,0.044,0.0202,0,0,0.4038,0.0,0.0,0.0,0,0,0.5656,0.0,0.0,0.0,28948,12316,0.4255,0.1672,0.0409,0.0188,9557,1648,0.1724,0.0552,0.0135,0.0062,44675,22610,0.5061,0.258,0.0631,0.029,13806,6912,0.5007,0.0797,0.0195,0.009,0,0,0.4574,0.0,0.0,0.0,16583,8313,0.5013,0.0958,0.0234,0.0108,157398,73424,0.4665,0.9091,0.2222,0.102,No,609
C1PG1MS765,65819,118474,533134,1.8,8.1,4.5,5434,1235,0.2273,0.0826,0.0459,0.0102,0,0,0.5036,0.0,0.0,0.0,16787,10639,0.6338,0.255,0.1417,0.0315,0,0,0.1013,0.0,0.0,0.0,6623,3551,0.5362,0.1006,0.0559,0.0124,4342,2247,0.5175,0.066,0.0366,0.0081,1430,493,0.3448,0.0217,0.0121,0.0027,0,0,0.5061,0.0,0.0,0.0,1752,876,0.5,0.0266,0.0148,0.0033,27343,14310,0.5234,0.4154,0.2308,0.0513,2108,1061,0.5033,0.032,0.0178,0.004,65819,34412,0.5228,1.0,0.5556,0.1235,High,526
C1PH97OZ14,129884,25977,90919,0.2,0.7,3.5,21658,9105,0.4204,0.1667,0.8337,0.2382,0,0,0.5069,0.0,0.0,0.0,30897,18232,0.5901,0.2379,1.1894,0.3398,0,0,0.7977,0.0,0.0,0.0,11642,5877,0.5048,0.0896,0.4482,0.128,8668,4469,0.5156,0.0667,0.3337,0.0953,1479,494,0.334,0.0114,0.0569,0.0163,0,0,0.5061,0.0,0.0,0.0,3477,1740,0.5004,0.0268,0.1338,0.0382,47891,27408,0.5723,0.3687,1.8436,0.5267,4172,2091,0.5012,0.0321,0.1606,0.0459,129884,69416,0.5344,1.0,5.0,1.4286,High,645
C1RFZZBGUW,183719,1010454,3435545,5.5,18.7,3.4,4899,2063,0.4211,0.0267,0.0048,0.0014,20906,10502,0.5023,0.1138,0.0207,0.0061,5799,2953,0.5092,0.0316,0.0057,0.0017,0,0,1.0419,0.0,0.0,0.0,0,0,0.5391,0.0,0.0,0.0,43504,22462,0.5163,0.2368,0.0431,0.0127,6810,2585,0.3796,0.0371,0.0067,0.002,46242,23403,0.5061,0.2517,0.0458,0.0135,4271,1944,0.4552,0.0232,0.0042,0.0012,40058,22617,0.5646,0.218,0.0396,0.0117,11230,5665,0.5045,0.0611,0.0111,0.0033,183719,94194,0.5127,1.0,0.1818,0.0535,No,500
C1U0PIT2ZW,24561,292276,39298,11.9,1.6,0.1345,1179,741,0.6285,0.048,0.004,0.03,0,0,0.5032,0.0,0.0,0.0,3255,1664,0.5112,0.1325,0.0111,0.0828,0,0,0.9072,0.0,0.0,0.0,280,152,0.5429,0.0114,0.001,0.0071,3952,2041,0.5164,0.1609,0.0135,0.1006,3654,1381,0.3779,0.1488,0.0125,0.093,0,0,0.5062,0.0,0.0,0.0,165,75,0.4545,0.0067,0.0006,0.0042,10577,6105,0.5772,0.4306,0.0362,0.2691,1499,756,0.5043,0.061,0.0051,0.0381,24561,12915,0.5258,1.0,0.084,0.625,Low,644
C1ZFN47XCH,7162,5209,141289,0.7273,19.7276,27.124,259,21,0.0811,0.0362,0.0497,0.0018,0,0,0.5015,0.0,0.0,0.0,1798,1219,0.678,0.251,0.3452,0.0127,0,0,0.7894,0.0,0.0,0.0,0,0,0.4553,0.0,0.0,0.0,1482,662,0.4467,0.2069,0.2845,0.0105,176,5,0.0284,0.0246,0.0338,0.0012,1174,594,0.506,0.1639,0.2254,0.0083,0,0,0.5228,0.0,0.0,0.0,1259,289,0.2295,0.1758,0.2417,0.0089,363,182,0.5014,0.0507,0.0697,0.0026,6511,2972,0.4565,0.9091,1.25,0.0461,No,484
C1ZJM02TI1,47884,372428,69165,7.7777,1.4444,0.1857,1092,106,0.0971,0.0228,0.0029,0.0158,0,0,0.5024,0.0,0.0,0.0,7363,3797,0.5157,0.1538,0.0198,0.1065,0,0,0.5336,0.0,0.0,0.0,0,0,0.4396,0.0,0.0,0.0,8724,4230,0.4849,0.1822,0.0234,0.1261,3844,650,0.1691,0.0803,0.0103,0.0556,15646,7918,0.5061,0.3267,0.042,0.2262,374,170,0.4545,0.0078,0.001,0.0054,12687,4388,0.3459,0.265,0.0341,0.1834,3474,1741,0.5012,0.0726,0.0093,0.0502,53204,23000,0.4323,1.1111,0.1429,0.7692,No,699
C20VK4NO29,390070,1235220,1885336,3.1667,4.8333,1.5263,24265,14475,0.5965,0.0622,0.0196,0.0129,0,0,0.5037,0.0,0.0,0.0,37594,19085,0.5077,0.0964,0.0304,0.0199,0,0,0.8835,0.0,0.0,0.0,0,0,0.56,0.0,0.0,0.0,41256,21244,0.5149,0.1058,0.0334,0.0219,16672,11986,0.7189,0.0427,0.0135,0.0088,53680,27166,0.5061,0.1376,0.0435,0.0285,16586,8303,0.5006,0.0425,0.0134,0.0088,115024,68380,0.5945,0.2949,0.0931,0.061,19981,10014,0.5012,0.0512,0.0162,0.0106,325058,180653,0.5558,0.8333,0.2632,0.1724,No,565
C21WPDUTL7,159176,593290,1360227,3.7273,8.5454,2.2927,7016,1249,0.178,0.0441,0.0118,0.0052,5870,2954,0.5032,0.0369,0.0099,0.0043,28426,17330,0.6097,0.1786,0.0479,0.0209,971,460,0.4737,0.0061,0.0016,0.0007,12217,7164,0.5864,0.0768,0.0206,0.009,18978,7159,0.3772,0.1192,0.032,0.014,5891,287,0.0487,0.037,0.0099,0.0043,0,0,0.5061,0.0,0.0,0.0,9790,4901,0.5006,0.0615,0.0165,0.0072,43753,8578,0.1961,0.2749,0.0737,0.0322,11793,5940,0.5037,0.0741,0.0199,0.0087,144705,56022,0.3871,0.9091,0.2439,0.1064,High,587
C226PNHXGA,0,50799,59507,0.5427,6.279,1.1714,0,0,0.1026,0.066,0.0,0.0,0,0,0.506,0.2639,0.0,0.0,0,0,0.5137,0.0783,0.0,0.0,0,0,0.8706,0.0,0.0,0.0,0,0,0.5235,0.0273,0.0,0.0,1124,583,0.5187,0.2189,0.0221,0.0189,196,101,0.5153,0.0484,0.0039,0.0033,0,0,0.506,0.1641,0.0,0.0,0,0,0.5339,0.0443,0.0,0.0,12650,7383,0.5836,0.3596,0.249,0.2126,544,271,0.4982,0.0605,0.0107,0.0091,14514,8338,0.5745,0.8344,0.2857,0.2439,No,613
C24A5CNH7O,16289,8885,291718,0.5455,17.9089,32.8326,111,0,0.3102,0.0068,0.0125,0.0004,0,0,0.5028,0.0,0.0,0.0,2133,1080,0.5063,0.1309,0.2401,0.0073,0,0,0.3961,0.0,0.0,0.0,879,442,0.5028,0.054,0.0989,0.003,2988,1541,0.5157,0.1834,0.3363,0.0102,383,156,0.4073,0.0235,0.0431,0.0013,0,0,0.5063,0.0,0.0,0.0,0,0,0.4704,0.0,0.0,0.0,7667,4085,0.5328,0.4707,0.8629,0.0263,647,326,0.5039,0.0397,0.0728,0.0022,14808,7630,0.5153,0.9091,1.6666,0.0508,Low,451
C261W2HZXD,122358,48943,440489,0.4,3.6,9.0,6520,4514,0.6923,0.0533,0.1332,0.0148,0,0,0.503,0.0,0.0,0.0,32999,20979,0.6357,0.2697,0.6742,0.0749,0,0,0.6611,0.0,0.0,0.0,11737,7271,0.6195,0.0959,0.2398,0.0266,8322,4296,0.5162,0.068,0.17,0.0189,3348,965,0.2882,0.0274,0.0684,0.0076,0,0,0.5062,0.0,0.0,0.0,3355,1680,0.5007,0.0274,0.0685,0.0076,52047,22464,0.4316,0.4254,1.0634,0.1182,4030,2022,0.5017,0.0329,0.0823,0.0091,122358,64191,0.5246,1.0,2.5,0.2778,High,570
C26BUGDZ5R,164385,246578,1420758,1.5,8.6429,5.7619,12387,10598,0.8556,0.0754,0.0502,0.0087,5262,2647,0.503,0.032,0.0213,0.0037,20100,10313,0.5131,0.1223,0.0815,0.0141,0,0,0.7273,0.0,0.0,0.0,0,0,0.546,0.0,0.0,0.0,22473,11962,0.5323,0.1367,0.0911,0.0158,9636,5918,0.6142,0.0586,0.0391,0.0068,28278,14312,0.5061,0.172,0.1147,0.0199,8738,4375,0.5007,0.0532,0.0354,0.0062,0,0,0.6105,0.0,0.0,0.0,10544,5288,0.5015,0.0641,0.0428,0.0074,117418,65413,0.5571,0.7143,0.4762,0.0826,No,571
C26GQ3R5UK,96652,223044,973959,2.3077,10.077,4.3667,7754,367,0.0473,0.0802,0.0348,0.008,0,0,0.5027,0.0,0.0,0.0,21340,10902,0.5109,0.2208,0.0957,0.0219,0,0,0.3114,0.0,0.0,0.0,0,0,0.5805,0.0,0.0,0.0,21180,10025,0.4733,0.2191,0.095,0.0217,4497,324,0.072,0.0465,0.0202,0.0046,0,0,0.5061,0.0,0.0,0.0,8494,4639,0.5462,0.0879,0.0381,0.0087,0,0,0.648,0.0,0.0,0.0,11083,5556,0.5013,0.1147,0.0497,0.0114,74348,31813,0.4279,0.7692,0.3333,0.0763,No,604
C271O0SIKU,201522,263529,1534668,1.3077,7.6154,5.8235,8393,5185,0.6178,0.0416,0.0318,0.0055,0,0,0.501,0.0,0.0,0.0,18758,9359,0.4989,0.0931,0.0712,0.0122,0,0,0.1229,0.0,0.0,0.0,0,0,0.4425,0.0,0.0,0.0,20229,10437,0.5159,0.1004,0.0768,0.0132,5869,2309,0.3934,0.0291,0.0223,0.0038,26354,13337,0.5061,0.1308,0.1,0.0172,7465,4077,0.5461,0.037,0.0283,0.0049,58181,28262,0.4858,0.2887,0.2208,0.0379,9768,4894,0.501,0.0485,0.0371,0.0064,155017,77860,0.5023,0.7692,0.5882,0.101,No,624
C27BPA27MU,97810,117372,958538,1.2,9.8,8.1667,11938,8198,0.6867,0.1221,0.1017,0.0125,7503,3768,0.5022,0.0767,0.0639,0.0078,28038,16893,0.6025,0.2867,0.2389,0.0293,0,0,0.6198,0.0,0.0,0.0,11561,5174,0.4475,0.1182,0.0985,0.0121,7724,3987,0.5162,0.079,0.0658,0.0081,2715,880,0.3241,0.0278,0.0231,0.0028,21473,10867,0.5061,0.2195,0.1829,0.0224,3111,1557,0.5005,0.0318,0.0265,0.0032,0,0,0.4694,0.0,0.0,0.0,3747,1887,0.5036,0.0383,0.0319,0.0039,97810,53211,0.544,1.0,0.8333,0.102,High,521
C28CRQ44ZD,299785,1099212,3297637,3.6667,11.0,3.0,10215,7794,0.763,0.0341,0.0093,0.0031,0,0,0.506,0.0,0.0,0.0,36577,22989,0.6285,0.122,0.0333,0.0111,0,0,0.6975,0.0,0.0,0.0,0,0,0.5589,0.0,0.0,0.0,29556,15277,0.5169,0.0986,0.0269,0.009,17436,7186,0.4121,0.0582,0.0159,0.0053,38425,19447,0.5061,0.1282,0.035,0.0117,11873,5944,0.5006,0.0396,0.0108,0.0036,91376,39433,0.4315,0.3048,0.0831,0.0277,14363,7187,0.5004,0.0479,0.0131,0.0044,249821,125257,0.5014,0.8333,0.2273,0.0758,No,625
C2BVTGH6YH,32430,23586,377370,0.7273,11.6364,15.9997,1501,1188,0.7915,0.0463,0.0636,0.004,0,0,0.5036,0.0,0.0,0.0,3267,1669,0.5109,0.1007,0.1385,0.0087,0,0,0.9968,0.0,0.0,0.0,1066,460,0.4315,0.0329,0.0452,0.0028,4737,2531,0.5343,0.1461,0.2008,0.0126,657,424,0.6454,0.0203,0.0279,0.0017,0,0,0.5063,0.0,0.0,0.0,0,0,0.5252,0.0,0.0,0.0,17268,10601,0.6139,0.5325,0.7321,0.0458,986,496,0.503,0.0304,0.0418,0.0026,29482,17369,0.5891,0.9091,1.25,0.0781,High,505
C2E99MFXDK,190604,231448,1089168,1.2143,5.7143,4.7059,9607,3371,0.3509,0.0504,0.0415,0.0088,6093,3066,0.5032,0.032,0.0263,0.0056,23067,11756,0.5096,0.121,0.0997,0.0212,0,0,1.0254,0.0,0.0,0.0,0,0,0.5219,0.0,0.0,0.0,29065,16912,0.5819,0.1525,0.1256,0.0267,13409,7707,0.5748,0.0704,0.0579,0.0123,32672,16535,0.5061,0.1714,0.1412,0.03,10094,5053,0.5006,0.053,0.0436,0.0093,0,0,0.4256,0.0,0.0,0.0,12139,6110,0.5033,0.0637,0.0524,0.0111,136146,70510,0.5179,0.7143,0.5882,0.125,No,640
C2FK1FPJ1P,137081,233038,1357102,1.7,9.9,5.8235,8569,6503,0.7589,0.0625,0.0368,0.0063,8310,4192,0.5045,0.0606,0.0357,0.0061,25278,12889,0.5099,0.1844,0.1085,0.0186,0,0,0.761,0.0,0.0,0.0,0,0,0.4731,0.0,0.0,0.0,8582,4445,0.5179,0.0626,0.0368,0.0063,1437,507,0.3528,0.0105,0.0062,0.0011,23956,12124,0.5061,0.1748,0.1028,0.0177,3182,1737,0.5459,0.0232,0.0137,0.0023,53585,28495,0.5318,0.3909,0.2299,0.0395,4182,2097,0.5014,0.0305,0.0179,0.0031,137081,72989,0.5325,1.0,0.5882,0.101,No,579
C2GMI2HQ4Q,11851,5926,0,0.5,0.0,0.0,235,208,0.8851,0.0198,0.0397,0.0,442,221,0.5,0.0373,0.0746,0.0,5780,2925,0.5061,0.4877,0.9754,0.0,0,0,0.0892,0.0,0.0,0.0018,0,0,0.5421,0.0,0.0,0.0,1074,628,0.5847,0.0906,0.1812,0.0,0,0,0.5109,0.0,0.0,0.1212,0,0,0.5061,0.0,0.0,0.0924,0,0,0.5545,0.0,0.0,0.0,12221,8090,0.662,1.0312,2.0623,1.2709,0,0,0.5039,0.0,0.0,0.0012,19752,12072,0.6112,1.6667,3.3331,0.349,No,613
C2I0LJD1PC,151447,196881,1105563,1.3,7.3,5.6154,13066,6628,0.5073,0.0863,0.0664,0.0118,0,0,0.5042,0.0,0.0,0.0,25463,12901,0.5067,0.1681,0.1293,0.023,0,0,0.8159,0.0,0.0,0.0,15328,7934,0.5176,0.1012,0.0779,0.0139,8571,4403,0.5137,0.0566,0.0435,0.0078,2989,1513,0.5062,0.0197,0.0152,0.0027,23920,12106,0.5061,0.1579,0.1215,0.0216,3464,1734,0.5006,0.0229,0.0176,0.0031,54484,28990,0.5321,0.3598,0.2767,0.0493,4162,2106,0.506,0.0275,0.0211,0.0038,151447,78315,0.5171,1.0,0.7692,0.137,High,578
C2KRAL7RTJ,41061,55992,48526,1.3636,1.1818,0.8667,4155,3130,0.7533,0.1012,0.0742,0.0856,0,0,0.5019,0.0,0.0,0.0,12112,6112,0.5046,0.295,0.2163,0.2496,0,0,0.8517,0.0,0.0,0.0,0,0,0.6046,0.0,0.0,0.0,4125,2138,0.5183,0.1005,0.0737,0.085,1845,1104,0.5984,0.0449,0.033,0.038,11445,5792,0.5061,0.2787,0.2044,0.2359,1656,828,0.5,0.0403,0.0296,0.0341,0,0,0.6995,0.0,0.0,0.0,1990,1004,0.5045,0.0485,0.0355,0.041,37328,20108,0.5387,0.9091,0.6667,0.7692,No,628
C2PAY2KLEW,198452,1273403,2827947,6.4167,14.25,2.2208,4621,3551,0.7684,0.0233,0.0036,0.0016,24458,12305,0.5031,0.1232,0.0192,0.0086,6639,3372,0.5079,0.0335,0.0052,0.0023,0,0,0.7533,0.0,0.0,0.0,2250,967,0.4298,0.0113,0.0018,0.0008,50865,26237,0.5158,0.2563,0.0399,0.018,11465,5003,0.4364,0.0578,0.009,0.0041,0,0,0.5062,0.0,0.0,0.0,5440,2723,0.5006,0.0274,0.0043,0.0019,46555,26696,0.5734,0.2346,0.0366,0.0165,13084,6546,0.5003,0.0659,0.0103,0.0046,165377,87400,0.5285,0.8333,0.1299,0.0585,High,497
